Longitude,Latitude,Cruise,Date,Depth,WS_O2,PO4,SI,WS_NO3,Mean_NH4,Std_NH4,Mean_NO2,Std_NO2,WS_H2S,Std_H2S,Cells.ml,Mean_N2,Std_n2,Mean_O2,Std_o2,Mean_co2,Std_co2,Mean_N2O,Std_N2O,Mean_CH4,Std_CH4,Temperature,Salinity,Density
-123.505,48.59166667,9,2007-02-18,0.085,NA,2.89,62.1,27.7,NA,NA,0.08,NA,NA,NA,NA,784.179,NA,170.291,NA,87.299,NA,15.511,NA,14.326,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.09,NA,3.29,69.7,25.8,NA,NA,0.069,NA,NA,NA,NA,688.074,NA,85.103,NA,104.511,NA,17.164,NA,8.3,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.097,NA,3.64,74.4,24.1,NA,NA,0.066,NA,NA,NA,NA,682.153,NA,48.093,NA,117.267,NA,17.957,NA,11.395,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.1,NA,3.77,75.9,23.3,NA,NA,0.057,NA,NA,NA,137108.689,718.996,NA,40.629,NA,124.972,NA,19.768,NA,10.49,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.11,NA,4.24,81.3,19.5,NA,NA,0.052,NA,NA,NA,NA,731.488,NA,15.513,NA,142.062,NA,18.104,NA,4.235,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.12,NA,4.49,84.7,16.9,NA,NA,0.099,NA,NA,NA,145109.301,746.238,NA,12.863,NA,142.807,NA,15.973,NA,5.344,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.135,NA,4.53,85.1,15.4,NA,NA,0.055,NA,NA,NA,NA,739.026,NA,7.464,NA,144.33,NA,16.609,NA,4.827,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.15,NA,4.58,87.7,13.1,NA,NA,0.077,NA,NA,NA,171368.981,765.078,NA,11.959,NA,142.782,NA,15.088,NA,5.438,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.165,NA,4.63,89.1,NA,NA,NA,0.102,NA,NA,NA,NA,741.613,NA,10.461,NA,139.711,NA,13.024,NA,11.988,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.185,NA,4.8,90.3,NA,NA,NA,0.573,NA,NA,NA,NA,702.11,NA,5.876,NA,135.924,NA,2.728,NA,383.722,NA,NA,NA,NA
-123.505,48.59166667,9,2007-02-18,0.2,NA,NA,96.8,NA,NA,NA,0.055,NA,NA,NA,704288.75,926.304,NA,43.028,NA,130.548,NA,1.791,NA,540.731,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.01,NA,1.341,NA,18.166,1.463,NA,0.35,NA,0,NA,482677.5,707.828,NA,321.645,NA,46.533,NA,22.185,NA,45.048,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.02,NA,1.833,NA,24.154,1.464,NA,0.355,NA,0,NA,261426.174,841.851,NA,305.398,NA,62.586,NA,23.861,NA,75.135,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.04,NA,2.127,NA,28.499,0,NA,0.196,NA,0,NA,213374.628,686.706,NA,237.99,NA,67.363,NA,19.928,NA,33.367,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.06,NA,1.919,NA,25.572,1.01,NA,0.287,NA,0,NA,195233.201,830.965,NA,262.813,NA,65.355,NA,25.26,NA,78.869,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.075,NA,2.383,NA,29.413,0.053,NA,0.168,NA,0,NA,230438.285,774.992,NA,168.423,NA,93.307,NA,25.978,NA,7.652,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.085,NA,2.372,NA,28.65,0.056,NA,0.198,NA,0,NA,285547.41,719.424,NA,130.324,NA,98.392,NA,27.133,NA,45.478,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.09,NA,2.583,NA,28.345,0.082,NA,0.242,NA,0,NA,138900,826.897,NA,128.304,NA,111.786,NA,26.677,NA,59.809,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.097,NA,2.775,NA,26.576,0,NA,0.22,NA,0,NA,292588.358,784.186,NA,71.624,NA,130.107,NA,27.55,NA,26.731,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.105,NA,3.105,NA,26.498,0,NA,0.165,NA,0,NA,296540.476,844.552,NA,77.035,NA,132.301,NA,30.241,NA,14.822,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.11,NA,3.167,NA,21.465,0,NA,0.179,NA,0,NA,252833.863,826.692,NA,29.087,NA,151.209,NA,25.459,NA,10.321,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.12,NA,3.153,NA,20.611,0,NA,0.237,NA,0,NA,295249.053,800.751,NA,25.139,NA,143.133,NA,24.863,NA,9.033,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.135,NA,4.148,NA,11.117,0,NA,0.86,NA,0,NA,406143.6,867.568,NA,3.943,NA,164.911,NA,14.254,NA,214.704,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.15,NA,4.096,NA,10.103,2.63,NA,0.815,NA,0,NA,486011.1,943.25,NA,3.059,NA,166.59,NA,22.377,NA,433.248,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.165,NA,4.361,NA,1.917,2.654,NA,0.463,NA,0,NA,615207.784,826.854,NA,1.017,NA,152.248,NA,11.115,NA,425.245,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.185,NA,4.41,NA,0.309,0.152,NA,0.212,NA,0,NA,799057.357,786.039,NA,1.485,NA,149.124,NA,3.081,NA,597.347,NA,NA,NA,NA
-123.505,48.59166667,10,2007-04-24,0.2,NA,4.513,NA,0,NA,NA,0.19,NA,5.575,NA,679359.9,841.353,NA,1.254,NA,160.192,NA,2.719,NA,857.814,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.01,NA,0.729,18.916,5.487,1.21,NA,0.577,NA,0,NA,1552767.359,699.068,NA,386.93,NA,25.191,NA,13.827,NA,62.594,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.02,NA,1.493,38.192,13.457,2.829,NA,0.571,NA,0,NA,643726.793,798.308,NA,309.691,NA,46.593,NA,13.662,NA,76.221,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.04,NA,2.153,41.683,26.121,2.347,NA,0.834,NA,0,NA,258473.574,710.978,NA,216.486,NA,72.46,NA,14.296,NA,60.517,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.06,NA,2.132,36.687,28.24,0.276,NA,0.798,NA,0,NA,233128.643,699.533,NA,172.68,NA,75.946,NA,15.812,NA,23.624,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.075,NA,2.375,39.09,27.981,0.624,NA,0.442,NA,0,NA,275307.278,775.681,NA,143.792,NA,102.462,NA,15.384,NA,17.297,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.085,NA,3.02,43.963,28.421,0.486,NA,0.282,NA,0,NA,324877.767,710.993,NA,72.398,NA,118.666,NA,16.793,NA,3.046,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.09,NA,3.044,35.048,28.263,0.088,NA,0.123,NA,0,NA,359864.671,710.933,NA,49.117,NA,126.254,NA,18.869,NA,2.582,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.097,NA,3.328,38.361,27.253,0.039,NA,0.141,NA,0,NA,443203.397,679.4,NA,60.498,NA,120.585,NA,18.43,NA,3.886,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.1,NA,3.542,37.974,25.24,0.113,NA,0.233,NA,0,NA,435220,665.948,NA,22.152,NA,137.561,NA,18.472,NA,3.184,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.11,NA,3.767,48.669,18.9,0.023,NA,0.178,NA,0,NA,324424.749,676.176,NA,15.428,NA,138.619,NA,16.018,NA,3.851,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.12,NA,3.753,44.394,16.214,0.042,NA,NA,NA,0,NA,327288.323,647.254,NA,5.439,NA,138.949,NA,14.272,NA,4.101,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.135,NA,3.969,49.647,9.062,0.017,NA,1.061,NA,0,NA,641162.4,625.923,NA,1.277,NA,137.07,NA,11.559,NA,82.124,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.15,NA,4.284,107.106,5.011,0.009,NA,1.528,NA,0,NA,564767.4,589.009,NA,0.941,NA,131.809,NA,16.292,NA,386.12,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.165,NA,4.218,93.316,1.771,0.709,NA,1.061,NA,0,NA,749171.928,700.976,NA,2.8,NA,130.15,NA,4.019,NA,463.388,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.185,NA,4.791,100.76,0,3.863,NA,0.172,NA,2.347,NA,746725.298,668.259,NA,4.276,NA,145.792,NA,1.728,NA,1189.118,NA,NA,NA,NA
-123.505,48.59166667,11,2007-05-30,0.2,NA,4.923,100.826,0,5.151,NA,0.172,NA,6.455,NA,584213.4,638.323,NA,1.171,NA,147.882,NA,0.788,NA,1072.48,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.01,NA,NA,NA,NA,1.451,NA,0.27,NA,0,NA,3084257.871,620.146,NA,268.629,NA,28.439,NA,13.445,NA,47.766,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.02,NA,NA,NA,NA,4.537,NA,0.466,NA,0,NA,740118.4,665.411,NA,203.105,NA,54.031,NA,14.067,NA,54.191,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.04,NA,NA,NA,NA,1.011,NA,0.102,NA,0,NA,314909.771,621.792,NA,166.362,NA,68.925,NA,15.775,NA,37.076,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.06,NA,NA,NA,NA,0,NA,0.08,NA,0,NA,307592.016,593.287,NA,137.773,NA,76.854,NA,16.488,NA,9.432,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.075,NA,NA,NA,NA,0,NA,0.072,NA,0,NA,280061.662,605.864,NA,90.98,NA,94.563,NA,17.661,NA,6.389,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.085,NA,NA,NA,NA,3.684,NA,0.088,NA,0,NA,266570.902,589.121,NA,82.046,NA,95.646,NA,19.666,NA,6.821,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.09,NA,NA,NA,NA,7.498,NA,0.074,NA,0,NA,347531.429,600.535,NA,72.822,NA,100.806,NA,17.63,NA,5.738,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.097,NA,NA,NA,NA,4.515,NA,0.102,NA,0,NA,296299.394,604.339,NA,57.762,NA,107.322,NA,17.597,NA,4.615,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.1,NA,NA,NA,NA,5.357,NA,0.083,NA,0,NA,344837.059,602.161,NA,49.891,NA,113.755,NA,18.235,NA,5.143,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.11,NA,NA,NA,NA,5.559,NA,0.085,NA,0,NA,316131.855,598.924,NA,40.264,NA,118.725,NA,18.428,NA,3.346,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.12,NA,NA,NA,NA,0,NA,0.091,NA,0,NA,274959.438,597.405,NA,28.711,NA,123.247,NA,16.111,NA,6.969,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.135,NA,NA,NA,NA,3.823,NA,0.154,NA,0,NA,828617.085,606.807,NA,7.272,NA,133.933,NA,2.49,NA,169.262,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.15,NA,NA,NA,NA,5.449,NA,0.069,NA,0,NA,691426.4,602.543,NA,6.038,NA,138.097,NA,1.49,NA,720.692,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.165,NA,NA,NA,NA,5.637,NA,0.044,NA,2.934,NA,557032.168,582.035,NA,4.584,NA,133.138,NA,1.461,NA,571.12,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.185,NA,NA,NA,NA,9.202,NA,0.05,NA,2.934,NA,639518.327,580.968,NA,4.903,NA,134.78,NA,0.627,NA,844.878,NA,NA,NA,NA
-123.505,48.59166667,12,2007-06-26,0.2,NA,NA,NA,NA,14.358,NA,0.052,NA,4.988,NA,568732.867,627.855,NA,9.547,NA,146.162,NA,0.853,NA,1075.571,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.01,NA,0.956,30.327,5.475,5.436,NA,0.061,NA,0,NA,985450,809.79,NA,283.13,NA,34.242,NA,13.053,NA,39.861,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.02,NA,1.367,32.331,16.838,5.266,NA,0.118,NA,0,NA,317325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.04,NA,1.945,36.722,24.794,4.737,NA,0.196,NA,0,NA,346550,717.031,NA,178.156,NA,69.068,NA,15.699,NA,25.637,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.06,NA,1.891,30.125,27.442,2.906,NA,0.253,NA,0,NA,287850,698.419,NA,155.964,NA,72.401,NA,16.51,NA,20.575,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.075,NA,2.277,44.367,27.844,3.144,NA,0.127,NA,0,NA,300450,666.36,NA,124.511,NA,78.759,NA,19.836,NA,15.326,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.085,NA,2.515,38.704,28.615,2.493,NA,0.16,NA,0,NA,265600,637.23,NA,71.766,NA,104.999,NA,18.966,NA,3.738,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.09,NA,2.897,42.95,27.709,7.908,NA,0.253,NA,0,NA,329600,615.019,NA,54.992,NA,108.257,NA,18.769,NA,3.702,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.097,NA,3.095,55.192,27.892,2.92,NA,0.088,NA,0,NA,360950,631.661,NA,57.252,NA,112.436,NA,18.254,NA,3.292,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.1,NA,2.913,59,22.271,6.053,NA,0.124,NA,0,NA,382350,607.658,NA,49.19,NA,112.264,NA,20.231,NA,1.864,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.11,NA,2.73,62.807,16.649,4.3,NA,0.039,NA,0,NA,354550,605.758,NA,45.616,NA,112.91,NA,19.318,NA,1.733,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.12,NA,2.981,57.151,15.364,10.575,NA,0.185,NA,0,NA,373800,489.98,NA,28.344,NA,109.598,NA,15.724,NA,1.668,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.135,NA,3.537,84.652,13.683,1.822,NA,0.096,NA,0,NA,376500,491.985,NA,20.768,NA,114.158,NA,13.297,NA,2.022,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.15,NA,4.392,93.088,4.137,5.184,NA,0.091,NA,0,NA,699050,499.344,NA,16.173,NA,139.123,NA,5.058,NA,36.644,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.165,NA,5.11,103.394,0,7.068,NA,0.237,NA,0,NA,748900,487.368,NA,7.28,NA,124.672,NA,0.869,NA,845.86,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.185,NA,5.142,106.242,0,26.278,NA,0.289,NA,3.228,NA,824350,495.883,NA,6.749,NA,115.857,NA,1.208,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,13,2007-07-24,0.2,NA,5.558,116.3,0,NA,NA,0.198,NA,7.335,NA,953550,472.06,NA,2.523,NA,142.878,NA,0.54,NA,965.656,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.01,NA,1.404,37.393,15.999,2.229,NA,0.281,NA,0,NA,1444050,503.531,NA,164.546,NA,38.476,NA,14.996,NA,40.132,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.02,NA,1.659,35.099,22.509,0,NA,0.058,NA,0,NA,419475,529.049,NA,152.469,NA,51.456,NA,16.561,NA,28.618,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.04,NA,1.925,36.394,25.34,10.097,NA,0.105,NA,0,NA,404625,525.742,NA,120.318,NA,67.89,NA,15.413,NA,17.267,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.06,NA,2.374,44.033,29.456,2.352,NA,0.041,NA,0,NA,436425,509.812,NA,85.567,NA,83.35,NA,18.613,NA,7.321,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.075,NA,2.418,46.979,26.277,29.35,NA,0.102,NA,0,NA,419550,509.908,NA,68.6,NA,89.18,NA,19.636,NA,9.265,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.085,NA,2.745,60.065,29.349,0.268,NA,0.182,NA,0,NA,493725,511.352,NA,59.383,NA,93.697,NA,20.97,NA,12.569,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.09,NA,2.947,40.572,28.727,17.083,NA,0.116,NA,0,NA,523050,576.129,NA,47.638,NA,111.015,NA,20.015,NA,2.94,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.097,NA,3.06,43.526,28.022,0,NA,0.011,NA,0,NA,483225,612.424,NA,52.14,NA,116.287,NA,20.234,NA,2.561,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.1,NA,3.131,51.629,23.505,2.168,NA,0.072,NA,0,NA,527175,564.934,NA,34.42,NA,118.251,NA,21.627,NA,2.241,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.11,NA,3.249,59.203,25.041,0.893,NA,0.124,NA,0,NA,501900,644.533,NA,52.349,NA,115.652,NA,18.206,NA,2.179,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.12,NA,3.293,57.279,23.048,9.987,NA,0.055,NA,0,NA,536325,563.733,NA,34.872,NA,114.361,NA,17.666,NA,2.554,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.135,NA,3.633,59.614,15.07,0.477,NA,0.094,NA,0,NA,529350,497.586,NA,12.736,NA,119.801,NA,11.868,NA,2.643,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.15,NA,4.103,67.065,1.586,0,NA,0.171,NA,0,NA,1287600,545.88,NA,12.063,NA,120.805,NA,1.404,NA,200.235,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.165,NA,5.004,97.028,0,35.294,NA,0.072,NA,0,NA,951225,588.256,NA,23.389,NA,121.18,NA,1.288,NA,494.664,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.185,NA,4.56,105.38,0,NA,NA,0.044,NA,0,NA,1023900,519.81,NA,3.613,NA,135.946,NA,0.364,NA,980.636,NA,NA,NA,NA
-123.505,48.59166667,14,2007-08-15,0.2,NA,4.982,102.652,0,NA,NA,0.118,NA,0,NA,848925,542.046,NA,4.984,NA,137.993,NA,0.612,NA,1021.039,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.01,NA,0.612,19.842,3.887,NA,NA,NA,NA,0,NA,2727805,755.896,NA,315.889,NA,25.913,NA,14.999,NA,29.533,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.02,NA,1.066,27.315,8.967,NA,NA,NA,NA,0,NA,1127226.5,686.275,NA,224.971,NA,42.718,NA,17.917,NA,38.812,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.04,NA,1.819,38.007,19.437,NA,NA,NA,NA,0,NA,303098.5,943.448,NA,261.082,NA,60.834,NA,20.99,NA,20.278,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.06,NA,2.345,45.634,25.966,NA,NA,NA,NA,0,NA,386473,582.902,NA,83.41,NA,93.378,NA,22.908,NA,18.935,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.075,NA,2.41,41.744,21.675,NA,NA,NA,NA,0,NA,342789,627.836,NA,30.885,NA,128.813,NA,21.899,NA,3.259,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.085,NA,2.888,48.588,20.698,NA,NA,NA,NA,0,NA,436921.5,573.701,NA,20.368,NA,131.93,NA,21.027,NA,1.906,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.09,NA,3.099,52.593,21.333,NA,NA,NA,NA,0,NA,333498,615.108,NA,30.209,NA,124.702,NA,19.271,NA,0.731,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.097,NA,2.957,52.955,20.795,NA,NA,NA,NA,0,NA,444256.5,583.418,NA,46.335,NA,111.269,NA,21.135,NA,1.662,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.1,NA,2.815,53.317,20.257,NA,NA,NA,NA,0,NA,407092.5,578.857,NA,37.267,NA,114.448,NA,21.167,NA,2.681,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.11,NA,3.413,62.237,19.761,NA,NA,NA,NA,0,NA,420621.5,568.454,NA,25.927,NA,122.556,NA,17.241,NA,4.506,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.12,NA,3.554,71.214,16.522,NA,NA,NA,NA,0,NA,332764.5,621.129,NA,48.293,NA,114.03,NA,13.156,NA,2.246,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.135,NA,3.434,72.022,14.223,NA,NA,NA,NA,0,NA,406685,546.769,NA,14.795,NA,122.167,NA,12.709,NA,1.473,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.15,NA,3.756,77.607,5.627,NA,NA,NA,NA,0,NA,1523805.5,548.253,NA,5.567,NA,123.166,NA,1.705,NA,209.523,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.165,NA,3.943,84.822,1.788,NA,NA,NA,NA,0,NA,863818.5,550.484,NA,6.534,NA,124.976,NA,27.02,NA,62.568,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.185,NA,3.789,83.214,7.735,NA,NA,NA,NA,0,NA,277507.5,546.305,NA,13.41,NA,118.797,NA,15.441,NA,6.554,NA,NA,NA,NA
-123.505,48.59166667,15,2007-09-12,0.2,NA,3.478,73.759,10.644,NA,NA,NA,NA,0,NA,392585.5,555.095,NA,16.795,NA,119.103,NA,17.443,NA,6.011,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.01,NA,1.09,35.315,6.733,0,NA,0.747,NA,0,NA,514687.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.02,NA,1.344,35.769,18.848,0.116,NA,0.309,NA,0,NA,212017.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.04,NA,1.666,38.903,28.913,0,NA,0.028,NA,0,NA,148972.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.06,NA,1.792,43.08,23.586,0,NA,0.077,NA,0,NA,140400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.075,NA,1.899,49.001,23.578,0,NA,0.207,NA,0,NA,174960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.085,NA,2.04,57.485,24.729,0,NA,0.058,NA,0,NA,173272.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.09,NA,1.652,44.371,17.074,0,NA,0.061,NA,0,NA,150727.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.097,NA,1.724,46.741,10.204,0,NA,0.072,NA,0,NA,245767.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.1,NA,2.166,66.478,9.349,0,NA,0.248,NA,0,NA,279585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.11,NA,2.365,72.11,9.427,0,NA,0.16,NA,0,NA,202567.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.12,NA,3.176,83.608,4.96,2.211,NA,0.124,NA,0,NA,688770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.135,NA,2.933,88.491,1.192,1.315,NA,0.146,NA,0,NA,547830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.15,NA,2.658,81.61,8.954,0,NA,0.036,NA,0,NA,205065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.165,NA,2.552,63.2,10.492,0,NA,0.113,NA,0,NA,208372.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.185,NA,2.552,63.196,12.103,0,NA,0.096,NA,0,NA,192847.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,16,2007-10-16,0.2,NA,2.797,58.878,20.499,0,NA,0.19,NA,0,NA,222412.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.01,NA,1.391,15.034,29.319,0.051,NA,0.331,NA,0,NA,491431.111,NA,NA,NA,NA,NA,NA,11.559,0.867,19.128,1.154,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.02,NA,2.076,18.187,27.814,0.107,NA,0.318,NA,0,NA,523697.778,NA,NA,NA,NA,NA,NA,12.343,0.309,15.735,0.094,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.04,NA,1.787,14.795,27.411,0.089,NA,0.286,NA,0,NA,460680,NA,NA,NA,NA,NA,NA,13.082,0.954,18.118,0.407,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.06,NA,1.664,18.42,25.271,0.084,NA,0.364,NA,0,NA,329266.667,NA,NA,NA,NA,NA,NA,13.409,0.393,15.543,0.114,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.075,NA,1.763,17.626,25.189,0.149,NA,0.143,NA,0,NA,493093.333,NA,NA,NA,NA,NA,NA,12.783,0.612,30.311,2.114,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.085,NA,2.053,47.745,28.167,0.089,NA,0.344,NA,0,NA,523160,NA,NA,NA,NA,NA,NA,13.587,0.694,31.352,0.531,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.09,NA,2.063,49.085,22.225,0.103,NA,0.662,NA,0,NA,514360,NA,NA,NA,NA,NA,NA,15.084,0.927,20.046,1.178,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.097,NA,2.832,42.251,25.328,0.089,NA,0.325,NA,0,NA,405288.889,NA,NA,NA,NA,NA,NA,14.918,0.667,7.185,0.858,NA,NA,NA
-123.505,48.59166667,17,2008-01-09,0.1,NA,2.626,69.25,22.499,0.037,NA,0.442,NA,0,NA,465520,NA,NA,NA,NA,NA,NA,14.933,0.645,15.621,0.3,NA,NA,NA
