Longitude,Latitude,Cruise,Date,Depth,WS_O2,PO4,SI,WS_NO3,Mean_NH4,Std_NH4,Mean_NO2,Std_NO2,WS_H2S,Std_H2S,Cells.ml,Mean_N2,Std_n2,Mean_O2,Std_o2,Mean_co2,Std_co2,Mean_N2O,Std_N2O,Mean_CH4,Std_CH4,Temperature,Salinity,Density
-123.505,48.59166667,23,2008-07-16,0.09,64.698,3.142,64.555,29.527,NA,NA,NA,NA,0,NA,1684035,NA,NA,NA,NA,NA,NA,16.002,0.294,5.22,1.304,8.575,30.918,23.989
-123.505,48.59166667,23,2008-07-16,0.097,44.195,3.034,68.011,27.783,0.15,NA,NA,NA,0,NA,1128960,NA,NA,NA,NA,NA,NA,16.713,0.043,2.243,0.377,8.618,30.945,24.003
-123.505,48.59166667,23,2008-07-16,0.1,42.847,2.742,56.135,24.372,NA,NA,NA,NA,0,NA,717727.5,NA,NA,NA,NA,NA,NA,16.288,0.192,9.32,0.043,8.636,30.96,24.012
-123.505,48.59166667,23,2008-07-16,0.11,43.958,3.142,61.681,24.369,0.07,NA,NA,NA,0,NA,871200,NA,NA,NA,NA,NA,NA,18.218,0.11,6.532,3.333,8.69,31.018,24.05
-123.505,48.59166667,23,2008-07-16,0.12,40.354,3.759,74.972,22.269,0.385,NA,NA,NA,0,NA,1006335,NA,NA,NA,NA,NA,NA,17.273,0.673,5.966,2.136,8.817,31.083,24.082
-123.505,48.59166667,23,2008-07-16,0.135,19.846,3.675,79.792,16.328,0.428,NA,NA,NA,0,NA,1253520,NA,NA,NA,NA,NA,NA,17.007,0.615,7.284,1.492,9.014,31.163,24.115
-123.505,48.59166667,23,2008-07-16,0.15,3.732,3.608,91.201,1.79,2.774,NA,NA,NA,0,NA,1539540,NA,NA,NA,NA,NA,NA,2.073,1.243,159.317,1.787,9.27,31.258,24.15
-123.505,48.59166667,23,2008-07-16,0.165,0,3.807,96.609,0.043,2.955,NA,NA,NA,4.025,NA,1077255,NA,NA,NA,NA,NA,NA,0,0.923,460.864,26.786,9.347,31.292,24.165
-123.505,48.59166667,23,2008-07-16,0.185,0,4.557,99.466,0,4.496,NA,NA,NA,8.411,NA,1267560,NA,NA,NA,NA,NA,NA,0,0,694.323,0,9.382,31.31,24.174
-123.505,48.59166667,23,2008-07-16,0.2,0,5.082,101.809,0,4.544,NA,NA,NA,7.538,NA,1214392.5,NA,NA,NA,NA,NA,NA,-0.035,0.642,810.159,115.103,9.402,31.319,24.178
-123.505,48.59166667,24,2008-08-11,0.01,226.539,1.171,47.798,11.358,1.565,NA,1.208,NA,0,NA,1040291.667,NA,NA,NA,NA,NA,NA,10.863,0.832,21.795,2.962,12.828,28.553,21.437
-123.505,48.59166667,24,2008-08-11,0.02,195.012,1.583,42.846,16.614,1.909,NA,0.375,NA,0,NA,305958.333,NA,NA,NA,NA,NA,NA,11.504,0,34.748,0,12.136,29.184,22.052
-123.505,48.59166667,24,2008-08-11,0.04,146.324,2.01,39.652,24.167,0.547,NA,0.233,NA,0,NA,300916.667,NA,NA,NA,NA,NA,NA,12.463,0.424,30.176,4.408,9.973,29.759,22.868
-123.505,48.59166667,24,2008-08-11,0.06,111.683,2.48,50.626,30.548,0.7,NA,0.021,NA,0,NA,402416.667,NA,NA,NA,NA,NA,NA,14.038,0.729,13.844,0.434,9.217,30.31,23.416
-123.505,48.59166667,24,2008-08-11,0.075,72.929,2.972,63.463,30.472,1.511,NA,0.129,NA,0,NA,118541.667,NA,NA,NA,NA,NA,NA,16.255,0.505,9.028,0.005,8.84,30.73,23.802
-123.505,48.59166667,24,2008-08-11,0.085,67.484,3.032,65.174,30.113,0.634,NA,0.229,NA,0,NA,192208.333,NA,NA,NA,NA,NA,NA,15.727,0,8.294,0,8.887,30.923,23.946
-123.505,48.59166667,24,2008-08-11,0.09,59.462,3.139,66.526,30.058,0.68,NA,0.076,NA,0,NA,432708.333,NA,NA,NA,NA,NA,NA,15.821,1.088,6.715,0.419,8.823,30.948,23.975
-123.505,48.59166667,24,2008-08-11,0.097,39.698,3.265,67.038,29.748,0.44,NA,0.156,NA,0,NA,202125,NA,NA,NA,NA,NA,NA,16.597,0,11.748,0,8.693,30.967,24.009
-123.505,48.59166667,24,2008-08-11,0.1,39.633,3.391,67.55,29.438,1.205,NA,0.153,NA,0,NA,294708.333,NA,NA,NA,NA,NA,NA,14.507,0,5.072,0,8.757,31.002,24.027
-123.505,48.59166667,24,2008-08-11,0.11,32.694,3.489,70.629,28.922,1.246,NA,0.142,NA,0,NA,238916.667,NA,NA,NA,NA,NA,NA,17.638,0.68,4.28,0.818,8.8,31.042,24.053
-123.505,48.59166667,24,2008-08-11,0.12,20.905,3.699,75.005,25.114,1.373,NA,0.115,NA,0,NA,290208.333,NA,NA,NA,NA,NA,NA,17.178,0,5.917,0,8.837,31.077,24.075
-123.505,48.59166667,24,2008-08-11,0.135,23.337,3.977,78.63,17.869,1.047,NA,0.063,NA,0,NA,260000,NA,NA,NA,NA,NA,NA,15.58,0,7.895,0,8.991,31.151,24.109
-123.505,48.59166667,24,2008-08-11,0.15,8.293,4.367,90.252,10.881,0.705,NA,0.142,NA,0,NA,466458.333,NA,NA,NA,NA,NA,NA,10.299,0.728,5.936,1.135,9.143,31.215,24.136
-123.505,48.59166667,24,2008-08-11,0.165,2.975,4.467,97.427,1.403,1.19,NA,0.299,NA,0,NA,516958.333,NA,NA,NA,NA,NA,NA,0.57,1.051,82.77,3.071,9.246,31.255,24.152
-123.505,48.59166667,24,2008-08-11,0.185,0,4.997,107.655,0,5.761,NA,0.379,NA,6.009,NA,716208.333,NA,NA,NA,NA,NA,NA,0.417,0,591.433,0,9.35,31.295,24.168
-123.505,48.59166667,24,2008-08-11,0.2,0,5.198,109.953,0,5.802,NA,0.25,NA,9.657,NA,387666.667,NA,NA,NA,NA,NA,NA,0.317,0,786.782,0,9.382,31.311,24.175
-123.505,48.59166667,25,2008-09-10,0.01,307.746,0.542,13.195,3.975,NA,NA,NA,NA,0,NA,847625,447.375,129.476,355.862,53.918,33.812,4.527,12.903,1.363,4.947,2.513,13.279,28.096,20.999
-123.505,48.59166667,25,2008-09-10,0.02,314.243,0.522,14.051,3.364,NA,NA,NA,NA,0,NA,1535625,395.04,53.835,354.621,4.332,32.013,1.399,12.41,0.577,6.667,6.376,13.439,28.687,21.425
-123.505,48.59166667,25,2008-09-10,0.04,127.538,1.065,17.467,9.38,NA,NA,NA,NA,0,NA,431125,411.208,29.023,162.244,2.842,79.198,0.222,15.997,0.021,20.119,5.608,10.854,29.712,22.687
-123.505,48.59166667,25,2008-09-10,0.06,93.258,1.897,22.726,20.798,NA,NA,NA,NA,0,NA,274666.667,407.632,1.352,110.365,14.338,99.689,7.678,19.537,0.183,0,4.082,9.618,30.406,23.429
-123.505,48.59166667,25,2008-09-10,0.075,40.348,2.445,23.879,28.24,NA,NA,NA,NA,0,NA,241583.333,352.74,115.616,40.546,16.553,124.785,13.457,23.682,6.715,0,1.242,9.067,30.952,23.941
-123.505,48.59166667,25,2008-09-10,0.085,25.357,2.672,26.489,26.061,NA,NA,NA,NA,0,NA,283083.333,417.868,28.797,23.346,3.857,147.351,3.643,24.167,0.725,0,7.676,8.958,31.042,24.028
-123.505,48.59166667,25,2008-09-10,0.09,25.229,3.042,47.626,24.714,NA,NA,NA,NA,0,NA,325958.333,339.892,14.855,21.093,0.904,133.663,1.551,20.634,3.146,0,0.875,8.949,31.058,24.042
-123.505,48.59166667,25,2008-09-10,0.097,24.142,3.391,61.276,27.549,NA,NA,NA,NA,0,NA,502666.667,434.333,18.074,35.815,13.102,138.973,11.269,22.995,1.641,0,3.213,8.963,31.087,24.063
-123.505,48.59166667,25,2008-09-10,0.1,22.319,3.288,48.509,27.676,NA,NA,NA,NA,0,NA,238250,418.32,27.414,29.365,3.736,148.147,0.475,23.652,0.893,0,7.067,8.952,31.097,24.073
-123.505,48.59166667,25,2008-09-10,0.11,23.805,2.972,46.661,22.966,NA,NA,NA,NA,0,NA,303416.667,285.564,39.289,15.536,5.754,136.017,6.942,20.862,0.889,0,1.693,8.998,31.133,24.094
-123.505,48.59166667,25,2008-09-10,0.12,20.082,3.2,62.963,21.073,NA,NA,NA,NA,0,NA,267375,449.699,17.913,30.806,3.726,146.102,4.773,18.748,1.235,0,2.416,9.071,31.177,24.117
-123.505,48.59166667,25,2008-09-10,0.135,9.263,3.898,75.867,10.471,NA,NA,NA,NA,0,NA,487416.667,445.968,5.175,9.974,0.768,155.841,0.206,10.06,2.109,0,0.44,9.149,31.213,24.133
-123.505,48.59166667,25,2008-09-10,0.15,3.1,4.075,78.717,1.967,NA,NA,NA,NA,0,NA,639250,430.618,18.348,11.609,1.117,162.355,6.779,0,1.286,88.31,0.117,9.258,31.26,24.154
-123.505,48.59166667,25,2008-09-10,0.165,2.843,4.512,90.928,0,NA,NA,NA,NA,0,NA,631708.333,465.142,35.371,7.112,2.526,165.58,8.125,0,2.823,814.661,37.43,9.304,31.28,24.163
-123.505,48.59166667,25,2008-09-10,0.185,2.751,4.938,97.169,0,NA,NA,NA,NA,0,NA,745875,557.059,33.811,7.61,33.067,151.894,5.789,0,0.289,797.816,78.15,9.33,31.296,24.171
-123.505,48.59166667,25,2008-09-10,0.2,0,4.953,95.977,0,NA,NA,NA,NA,4.947,NA,1029708.333,468.568,28.497,4.078,0.705,152.757,1.214,0,0.045,737.79,3.899,9.333,31.302,24.175
-123.505,48.59166667,26,2008-10-15,0.01,203.533,2.023,51.871,23.931,0,0,0.841,0,0,0,411875,433.4,70.016,241.642,27.563,69.826,0.377,10.979,0.07,7.763,4.005,10.664,29.454,22.517
-123.505,48.59166667,26,2008-10-15,0.02,183.787,NA,NA,NA,0,0,1.0526,0.2447,0,0,537333.333,334.961,16.969,194.237,29.901,64.28,0.693,13.286,1.707,12.89,0.374,10.865,29.722,22.693
-123.505,48.59166667,26,2008-10-15,0.04,130.579,2.228,53.739,26.002,0,0,0.8667,0.1341,0,0,498000,393.232,60.198,155.593,16.708,83.19,0.615,19.253,0.237,26.013,1.658,10.737,29.984,22.918
-123.505,48.59166667,26,2008-10-15,0.06,91.115,2.469,52.823,29.718,0,0,1.2936,0.0272,0,0,491541.667,370.106,89.641,104.172,16.344,106.141,5.154,18.494,4.92,15.779,4.785,10.049,30.226,23.22
-123.505,48.59166667,26,2008-10-15,0.075,69.828,2.953,64.689,29.83,0.4303,0.0368,0.5731,0.4587,0,0,644541.667,427.386,16.259,49.456,3.281,120.247,4.554,21.441,4.014,13.496,3.489,9.57,31.03,23.924
-123.505,48.59166667,26,2008-10-15,0.085,26.972,3.271,71.08,27.463,0,0,1.609,0.1142,0,0,457000,516.852,171.172,76.653,32.596,136.71,1.237,22.522,1.597,0,1.417,9.234,31.091,24.024
-123.505,48.59166667,26,2008-10-15,0.09,11.066,3.65,79.16,25.093,0,0,1.2615,0,0,0,550750,416.289,61.192,25,5.957,142.737,3.575,20.176,2.061,0,1.082,9.124,31.141,24.08
-123.505,48.59166667,26,2008-10-15,0.097,8.997,3.884,82.789,23.256,0,0,1.6372,0.0235,0,0,575083.333,391.832,69.88,13.226,2.666,162.219,2.229,20.439,1.124,0,2.952,9.129,31.161,24.095
-123.505,48.59166667,26,2008-10-15,0.1,6.605,3.935,82.598,21.495,0,0,1.0051,0,0,0,624750,383.958,19.584,13.984,1.035,153.82,3.131,16.61,0.502,0,0.325,9.152,31.187,24.112
-123.505,48.59166667,26,2008-10-15,0.11,5.933,4.308,95.87,7.029,0.3688,0.2273,1.1949,0,0,0,1019333.333,607.074,0,44.715,0,160.593,0,9.747,0,24.827,0,9.207,31.236,24.142
-123.505,48.59166667,26,2008-10-15,0.12,2.891,4.532,103.918,1.699,1.2444,0.269,1.3641,0.0544,0,0,1152250,451.089,0.743,12.026,NA,137.738,19.538,0.423,5.946,189.323,121.4,9.249,31.261,24.156
-123.505,48.59166667,26,2008-10-15,0.135,2.766,4.193,96.02,0.465,3.3381,0.2256,NA,NA,0,0,857916.667,339.243,0.935,7.491,3.261,159.314,0.28,0,0.047,722.433,18.7,9.283,31.284,24.168
-123.505,48.59166667,26,2008-10-15,0.15,14.465,4.051,87.821,15.068,0,0,1.3885,0.2157,0,0,459000,357.429,22.239,14.71,1.954,150.227,0.764,19.782,0.499,0,0.502,9.257,31.3,24.185
-123.505,48.59166667,26,2008-10-15,0.165,24.239,3.826,85.27,19.544,0,0,NA,NA,0,0,274666.667,472.041,158.153,49.705,25.56,140.684,0.446,16.314,1.895,0,1.17,9.251,31.319,24.201
-123.505,48.59166667,26,2008-10-15,0.185,28.885,3.794,83.373,20.364,0,0,1.2026,0.0109,6.5472,0.7801,588541.667,341.972,11.394,36.88,4.572,129.287,6.21,18.51,0.962,0,0.674,9.239,31.341,24.22
-123.505,48.59166667,26,2008-10-15,0.2,26.766,3.978,85.089,20.941,0,0,1.1615,0,0,0,1048750,349.499,2.254,31.418,0.99,136.335,1.687,24.825,1.619,0,3.475,9.229,31.363,24.24
-123.505,48.59166667,27,2008-11-12,0.01,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14.061,1.271,36.236,3.802,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.02,NA,NA,NA,NA,0,0,0,0,0,0,489770.667,NA,NA,NA,NA,NA,NA,14.284,0.168,35.16,2.428,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.04,NA,NA,NA,NA,0,0,0,0,0,0,293802.667,NA,NA,NA,NA,NA,NA,15.497,0.854,35.768,1.988,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.06,NA,NA,NA,NA,2.5191,0.1731,0,0,0,0,309632,NA,NA,NA,NA,NA,NA,7.567,11.157,12.245,19.356,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.075,NA,NA,NA,NA,0.5835,0.4053,0,0,0,0,258090.667,NA,NA,NA,NA,NA,NA,16.06,0.834,19.904,0.492,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.085,NA,NA,NA,NA,0,0,0,0,0,0,241962.667,NA,NA,NA,NA,NA,NA,16.295,0.541,19.227,0.612,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.09,NA,NA,NA,NA,3.4437,4.5602,0,0,0,0,395306.667,NA,NA,NA,NA,NA,NA,17.735,0.058,8.784,0.416,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.097,NA,NA,NA,NA,5.2382,9.2732,0,0,0,0,342357.333,NA,NA,NA,NA,NA,NA,16.014,0.511,9.234,0.083,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.1,NA,NA,NA,NA,0,0,0,0,0,0,452608,NA,NA,NA,NA,NA,NA,17.504,0.884,9.355,2.119,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.11,NA,NA,NA,NA,0.8168,0.8452,0,0,0,0,501248,NA,NA,NA,NA,NA,NA,16.707,1.976,6.434,0.32,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.12,NA,NA,NA,NA,0,0,0,0,0,0,437333.333,NA,NA,NA,NA,NA,NA,11.48,0.612,6.995,0.674,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.135,NA,NA,NA,NA,0.2696,0.0713,0,0,0,0,385493.333,NA,NA,NA,NA,NA,NA,10.305,0.564,4.583,2.63,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.15,NA,NA,NA,NA,0,0,0,0,0,0,535210.667,NA,NA,NA,NA,NA,NA,15.092,0.862,3.814,0.238,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.165,NA,NA,NA,NA,0.2278,0.5092,0,0,0,0,327637.333,NA,NA,NA,NA,NA,NA,13.769,1.049,4.842,0.79,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.185,NA,NA,NA,NA,0.2969,0.8554,0,0,0,0,457216,NA,NA,NA,NA,NA,NA,10.804,10.731,2.626,1.795,NA,NA,NA
-123.505,48.59166667,27,2008-11-12,0.2,NA,NA,NA,NA,0,0,0,0,0,0,491648,NA,NA,NA,NA,NA,NA,20.176,0.525,4.084,0.729,NA,NA,NA
-123.505,48.59166667,28,2008-12-10,0.01,192.933,NA,NA,NA,0,0,0.2345,0.0236,0,0,486822.667,NA,NA,271.743,15.973,61.576,2.541,14.425,0.328,18.495,0.126,9.053,29.531,22.832
-123.505,48.59166667,28,2008-12-10,0.02,169.22,NA,NA,NA,0,0,0.2393,0.0236,0,0,379061,NA,NA,189.315,2.601,76.148,1.103,13.023,1.162,20.617,0.508,9.372,29.784,22.981
-123.505,48.59166667,28,2008-12-10,0.04,132.856,NA,NA,NA,0,0,0.1312,0.0033,0,0,300155.667,NA,NA,149.958,0.642,86.939,2.433,16.072,1.379,18.032,0.026,9.856,30.033,23.1
-123.505,48.59166667,28,2008-12-10,0.06,129.991,NA,NA,NA,2.5191,0.1731,0.0469,0.0011,0,0,437714.333,NA,NA,152.479,2.818,85.418,0.56,15.283,2.505,11.259,0.094,9.677,30.352,23.378
-123.505,48.59166667,28,2008-12-10,0.075,106.107,NA,NA,NA,0.5835,0.4053,0.0931,0.0101,0,0,501984,NA,NA,138.98,21.72,83.952,6.604,15.369,0.667,10.711,0.795,9.583,30.581,23.572
-123.505,48.59166667,28,2008-12-10,0.085,82.813,NA,NA,NA,0,0,0.0883,0.0056,0,0,278686.333,NA,NA,105.434,4.647,103.488,3.441,17.283,0.306,4.661,0.069,9.368,30.777,23.758
-123.505,48.59166667,28,2008-12-10,0.09,49.782,NA,NA,NA,3.4437,4.5602,0.0652,0.0023,0,0,410269,NA,NA,84.133,8.574,119.142,5.495,19.893,2.197,0,0.329,9.309,30.931,23.888
-123.505,48.59166667,28,2008-12-10,0.097,18.993,NA,NA,NA,5.2382,9.2732,0.0477,0.0023,0,0,346691,NA,NA,35.52,2.456,136.853,0.322,18.916,3.284,0,0.761,9.277,31.093,24.02
-123.505,48.59166667,28,2008-12-10,0.1,13.758,NA,NA,NA,0,0,0.0898,0.0236,0,0,302258.333,NA,NA,30.769,16.686,132.824,10.613,22.443,4.942,0,1.127,9.266,31.122,24.043
-123.505,48.59166667,28,2008-12-10,0.11,6.745,NA,NA,NA,0.8168,0.8452,0.0501,0.0236,0,0,347355,NA,NA,22.124,2.008,149.8,2.781,18.439,0.301,0,1.194,9.237,31.178,24.092
-123.505,48.59166667,28,2008-12-10,0.12,5.431,NA,NA,NA,0,0,0.027,0.0247,0,0,385452,NA,NA,22.285,0.878,146.847,0.352,14.03,0.165,0,0.088,9.22,31.213,24.122
-123.505,48.59166667,28,2008-12-10,0.135,2.834,NA,NA,NA,0.2696,0.0713,0.0684,0.0269,0,0,263193,NA,NA,22.595,1.242,147.255,4.078,5.42,0.158,9.281,0.719,9.252,31.267,24.159
-123.505,48.59166667,28,2008-12-10,0.15,4.273,NA,NA,NA,0,0,0.0446,0.009,0,0,282698,NA,NA,32.252,27.326,146.892,0.105,13.616,0.028,5.237,2.009,9.265,31.291,24.177
-123.505,48.59166667,28,2008-12-10,0.165,8.985,NA,NA,NA,0.2278,0.5092,0.07,0.0225,0,0,387776,NA,NA,18.117,4.535,133.394,7.554,18.274,2.712,0,2.156,9.261,31.311,24.193
-123.505,48.59166667,28,2008-12-10,0.185,5.58,NA,NA,NA,0.2969,0.8554,0.0231,0.0101,0,0,582300.333,NA,NA,19.757,1.88,141.007,5.342,18.21,1.003,0,1.823,9.256,31.334,24.213
-123.505,48.59166667,28,2008-12-10,0.2,3.469,NA,NA,NA,0,0,0.0803,0.0079,0,0,1477151,NA,NA,38.743,30.723,142.227,1.598,14.904,1.747,5.998,6.018,9.246,31.349,24.226
-123.505,48.59166667,29,2009-01-14,0.01,180.112,2.36,25.973,29.053,0,0,0.0052,0.003,0,0,880530,179.824,34.828,179.187,18.29,85.74,6.593,13.767,2.135,0,2.853,8.313,29.959,23.274
-123.505,48.59166667,29,2009-01-14,0.02,176.912,2.248,27.103,29.368,0,0,0.0022,0.0012,0,0,367500,190.622,2.115,160.579,10.175,83.486,1.401,11.305,0.955,0,0.468,8.228,30.084,23.384
-123.505,48.59166667,29,2009-01-14,0.04,159.672,2.467,35.098,33.608,0,0,0.0039,0.0023,0,0,240240,223.273,60.007,170.956,8.463,87.776,1.731,12.552,0.421,0,3.925,8.485,30.265,23.489
-123.505,48.59166667,29,2009-01-14,0.06,185.175,2.589,28.433,30.155,2.5191,0.1731,0.0013,1.00E-04,0,0,310170,208.685,17.126,163.006,13.586,87.566,1.48,12.2,2.764,0,0.807,7.789,30.396,23.69
-123.505,48.59166667,29,2009-01-14,0.075,158.581,2.758,26.508,29.622,0.5835,0.4053,7.00E-04,3.00E-04,0,0,304360,253.959,8.875,157.726,15.867,98.693,0.542,15.266,0.32,0,8.192,8.085,30.53,23.755
-123.505,48.59166667,29,2009-01-14,0.085,145.795,1.976,21.565,15.151,0,0,0.0032,0,0,0,335265,164.841,71.824,104.761,9.172,113.888,3.708,13.527,1.111,0,2.438,8.082,30.635,23.837
-123.505,48.59166667,29,2009-01-14,0.09,119.106,3.024,34.009,27.301,3.4437,4.5602,5.00E-04,4.00E-04,0,0,NA,247.217,10.216,101.119,6.935,110.511,0.879,13.271,0.152,0,2.953,8.28,30.712,23.87
-123.505,48.59166667,29,2009-01-14,0.097,94.178,1.571,21.999,7.6,5.2382,9.2732,6.00E-04,1.00E-04,0,0,352485,201.126,55.264,68.301,0.854,122.629,3.728,16.077,2.325,0,4.892,8.425,30.84,23.949
-123.505,48.59166667,29,2009-01-14,0.1,83.14,3.577,25.324,23.506,0,0,8.00E-04,3.00E-04,0,0,NA,222.823,36.789,56.445,1.921,128.967,0.736,13.768,1.823,0,0.277,8.514,30.879,23.967
-123.505,48.59166667,29,2009-01-14,0.11,34.092,3.619,23.208,23.205,0.8168,0.8452,0.001,3.00E-04,0,0,NA,247.582,0,45.128,0,124.874,0,14.065,0,0,0,8.856,31.03,24.034
-123.505,48.59166667,29,2009-01-14,0.12,6.15,4.408,26.065,9.67,0,0,7.00E-04,2.00E-04,0,0,337435,263.356,141.231,14.195,4.597,145.661,2.239,5.402,1.949,0,3.396,9.207,31.207,24.12
-123.505,48.59166667,29,2009-01-14,0.135,3.252,4.556,28.367,8.172,0.2696,0.0713,7.00E-04,1.00E-04,0,0,528010,238.654,13.851,7.98,3.041,150.701,2.287,2.877,1.983,0,0.892,9.239,31.26,24.157
-123.505,48.59166667,29,2009-01-14,0.15,3.056,4.682,28.794,8.261,0,0,0.0196,1.00E-04,0,0,680435,173.128,21.018,9.003,3.682,146.545,2.009,2.302,0.243,19.751,3.701,9.258,31.293,24.179
-123.505,48.59166667,29,2009-01-14,0.165,3.924,4.452,29.846,15.469,0.2278,0.5092,0.0022,0,0,0,790370,233.248,51.394,7.677,3.72,148.162,7.779,13.489,0.931,0,1.975,9.26,31.312,24.194
-123.505,48.59166667,29,2009-01-14,0.185,3.638,4.561,25.484,16.061,0.2969,0.8554,0.0021,1.00E-04,0,0,445672.5,213.066,16.161,6.215,2.935,155.001,2.952,7.639,1.395,12.098,0.098,9.258,31.33,24.209
-123.505,48.59166667,29,2009-01-14,0.2,2.97,4.399,32.25,14.611,0,0,0.0143,1.00E-04,0,0,940747.5,272.139,16.083,7.175,2.131,147.635,0.909,0.139,5.337,31.889,1.441,9.251,31.345,24.222
-123.505,48.59166667,30,2009-02-11,0.01,179.889,2.494,23.54,29.764,0,0,0.1298,0.0165,0,0,319440,353.777,42.568,216.943,0.328,84.379,3.082,12.053,1.243,3.995,1.665,7.724,29.788,23.221
-123.505,48.59166667,30,2009-02-11,0.02,179.873,2.538,27.043,29.859,0,0,0.0623,0.0104,0,0,304115,391.868,31.152,218.996,10.384,84.503,2.332,11.364,0.372,5.973,0.156,7.953,29.839,23.23
-123.505,48.59166667,30,2009-02-11,0.04,155.431,1.876,19.29,19.155,0,0,0.0559,0.0194,0,0,201420,352.998,88.16,203.659,23.367,82.786,0.147,13.807,0.366,19.963,0.397,7.536,30.181,23.556
-123.505,48.59166667,30,2009-02-11,0.06,144.918,2.187,25.511,23.15,0,0,0.0316,0,0,0,268592.667,393.914,67.761,200.356,4.144,83.378,0.279,15.492,1.953,8.836,9.916,7.687,30.179,23.534
-123.505,48.59166667,30,2009-02-11,0.075,138.62,2.08,24.499,28.344,0,0,0.0475,0.0045,0,0,338215.333,417.561,105.603,219.924,26.262,84.977,2.449,15.184,1.434,15.394,0.017,7.545,30.44,23.758
-123.505,48.59166667,30,2009-02-11,0.085,127.748,2.507,27.629,29.084,0.1462,0.6168,0.0465,0.0149,0,0,399180,395.102,52.081,208.885,15.612,86.55,2.693,12.785,0.002,12.178,1.943,7.664,30.412,23.72
-123.505,48.59166667,30,2009-02-11,0.09,108.819,2.383,27.018,27.34,0,0,0.1519,0.0478,0,0,304818,326.294,61.173,175.659,34.145,92.076,10.183,12.668,0.522,8.029,1.697,7.637,30.515,23.804
-123.505,48.59166667,30,2009-02-11,0.097,135.339,2.588,28.668,29.18,0,0,0.0654,0.0148,0,0,321920.667,406.477,27.239,198.499,12.857,86.271,2.563,16.925,1.584,40.257,3.148,7.845,30.497,23.762
-123.505,48.59166667,30,2009-02-11,0.1,132.428,2.837,27.142,28.124,0,0,0.1308,0,0,0,346470,495.145,157.505,187.049,41.208,97.074,7.058,16.559,0.135,129.772,15.993,8.17,30.321,23.579
-123.505,48.59166667,30,2009-02-11,0.11,120.848,4.157,27.058,21.706,0,0,0.0306,0.0105,0,0,312180,423.108,2.34,30.279,6.438,148.676,4.888,13.175,0.851,0,3.215,8.869,30.556,23.662
-123.505,48.59166667,30,2009-02-11,0.12,91.28,3.675,24.857,14.743,0,0,0.0401,0.0089,0,0,355860,355.457,4.242,6.711,2.422,150.086,2.131,13.768,1.399,0,1.208,9.103,30.789,23.809
-123.505,48.59166667,30,2009-02-11,0.135,51.482,4.209,23.486,10.226,0,0,0.673,0.0239,0,0,376530,416.528,86.524,14.906,10.539,153.052,3.028,1.226,5.772,28.373,8.023,9.231,31.073,24.012
-123.505,48.59166667,30,2009-02-11,0.15,19.471,4.644,27.276,11.458,0,0,0.5823,0.0656,0,0,485250,386.8,16.733,8.959,2.663,150.476,4.776,0,3.861,33.642,2.849,9.252,31.141,24.061
-123.505,48.59166667,30,2009-02-11,0.165,13.602,4.646,24.049,9.944,0.4969,1.9631,0.6656,0.0045,0,0,473340,376.845,41.985,7.434,1.885,155.218,4.853,0,2.593,41.602,6.244,9.257,31.278,24.168
-123.505,48.59166667,30,2009-02-11,0.185,6.464,4.929,38.654,5.033,0,0,0.8534,0.0015,0,0,1111470,389.372,23.998,8.208,3.108,146.324,4.09,0,0.689,317.591,18.526,9.256,31.32,24.202
-123.505,48.59166667,30,2009-02-11,0.2,0,5.266,41.917,0,1.6508,0.0161,0.2975,0.3431,6.1402,0.1741,1932000,374.935,29.021,4.638,1.61,143.787,2.808,0,0.56,542.995,3.804,9.257,31.329,24.209
-123.505,48.59166667,31,2009-03-11,0.01,223.706,1.905,22.379,20.116,0.7102,0.0549,0.1305,0.003,0,0,395890,320.894,44.516,258.836,1.487,65.045,4.238,14.674,1.759,7.971,1.076,7.337,29.814,23.294
-123.505,48.59166667,31,2009-03-11,0.02,191.093,2.344,32.502,27.686,1.2891,0.125,0.2095,0.0015,0,0,202748.333,324.004,9.874,243.382,3.038,79.896,2.517,12.69,0.796,13.223,1.14,7.418,30.016,23.441
-123.505,48.59166667,31,2009-03-11,0.04,190.467,2.207,29.394,28.168,0,0,0.1242,0.0238,0,0,223245,331.17,41.206,217.441,8.611,79.473,1.987,15.69,3.196,1.512,0.464,7.454,30.198,23.58
